subid,eta,beta,decay,resp_st,loglik,aic,model
53987712fdf99b68e3a45021,0.636721947659872,2.508470216430692,0.5164203301434905,0.0,-100.2478888062585,206.495777612517,DecayFeatureRL_no_resp_st
55885869fdf99b4020ba0b64,0.3162094843037756,0.9798879804005232,0.6360282079309546,0.0,-149.67898603691611,305.35797207383223,DecayFeatureRL_no_resp_st
55914b15fdf99b1e5e44e714,0.25069441606768905,2.8033485171713926,0.49762015677231614,0.0,-121.79086101110452,249.58172202220905,DecayFeatureRL_no_resp_st
55bc1119fdf99b5693f3ec47,0.45619408333549494,1.5585000539590346,0.2641954585886337,0.0,-140.30081084097827,286.60162168195654,DecayFeatureRL_no_resp_st
5685850c333cbd000d4e042f,0.5386727778959266,2.234024106792155,0.547080150702458,0.0,-112.89970914685351,231.79941829370702,DecayFeatureRL_no_resp_st
579983292fc0d400012c8937,0.4559462057102825,2.8284247810653858,0.6289328247973333,0.0,-98.62408075445526,203.24816150891053,DecayFeatureRL_no_resp_st
57dab7f721d77800018e42fe,0.43879077460882165,2.0911492117441157,0.5913969181284806,0.0,-122.22204440607534,250.44408881215068,DecayFeatureRL_no_resp_st
58c1d1fb8a3f870001c0e34c,0.7048696966765731,2.5023542560619134,0.5766216176774123,0.0,-94.63939416879963,195.27878833759925,DecayFeatureRL_no_resp_st
590208c89571f50001c666e3,0.5520112102151987,2.48638691170027,0.3669650298086953,0.0,-106.01571136150717,218.03142272301434,DecayFeatureRL_no_resp_st
5a286558564bdf00016463fc,0.46150713232407603,2.200000428676953,0.2876714330826008,0.0,-121.48369861706094,248.96739723412188,DecayFeatureRL_no_resp_st
5a53e59af6c5170001949a39,0.12131344147315587,2.912754129328609,0.5634044313006052,0.0,-143.67089547598232,293.34179095196464,DecayFeatureRL_no_resp_st
5a89cc2c000dab00018cbd38,0.256263298186912,2.090038049752374,0.41364448546620614,0.0,-135.76733752059707,277.53467504119413,DecayFeatureRL_no_resp_st
5ac4c730f69e940001d977e1,0.04245683076667771,2.4568444383704158,0.3570470126197076,0.0,-155.81227586717353,317.62455173434705,DecayFeatureRL_no_resp_st
5b23d0784fb0d40001e95407,0.3793514146299437,2.126999626132221,0.6057862056634746,0.0,-128.70416274542487,263.40832549084973,DecayFeatureRL_no_resp_st
5c74e7e9c3fe130001e86cc8,0.5059774923654039,2.4443041481380754,0.6948188821938173,0.0,-104.18762228496524,214.3752445699305,DecayFeatureRL_no_resp_st
5c8db07eb1f89a0016777fe0,0.7396368496419877,0.8612725508405925,0.14885893518785062,0.0,-151.02223052047043,308.04446104094086,DecayFeatureRL_no_resp_st
