subid,epsilon,loglik,aic,model
53987712fdf99b68e3a45021,0.5283566355445132,-279.69309941827566,561.3861988365513,WinStayLoseShiftEpsilonGreedy
55885869fdf99b4020ba0b64,0.8010894068143996,-271.70561683778755,545.4112336755751,WinStayLoseShiftEpsilonGreedy
55914b15fdf99b1e5e44e714,0.6101250384734827,-270.28272597272183,542.5654519454437,WinStayLoseShiftEpsilonGreedy
55bc1119fdf99b5693f3ec47,0.6677584239894832,-263.0814340878124,528.1628681756248,WinStayLoseShiftEpsilonGreedy
5685850c333cbd000d4e042f,0.5227882048765568,-277.5469679911742,557.0939359823484,WinStayLoseShiftEpsilonGreedy
579983292fc0d400012c8937,0.6047378541105577,-265.22219829845153,532.4443965969031,WinStayLoseShiftEpsilonGreedy
57dab7f721d77800018e42fe,0.8424878591701808,-270.219622605867,542.439245211734,WinStayLoseShiftEpsilonGreedy
58c1d1fb8a3f870001c0e34c,0.3516823115359155,-263.79395023123146,529.5879004624629,WinStayLoseShiftEpsilonGreedy
590208c89571f50001c666e3,0.6441370522106801,-276.1050661259373,554.2101322518746,WinStayLoseShiftEpsilonGreedy
5a286558564bdf00016463fc,0.693716661955798,-284.1468641504456,570.2937283008912,WinStayLoseShiftEpsilonGreedy
5a53e59af6c5170001949a39,0.5227849826558367,-279.0403735975106,560.0807471950212,WinStayLoseShiftEpsilonGreedy
5a89cc2c000dab00018cbd38,0.6055382499201012,-271.77511137188407,545.5502227437681,WinStayLoseShiftEpsilonGreedy
5ac4c730f69e940001d977e1,0.5071962043754218,-267.1293015102429,536.2586030204858,WinStayLoseShiftEpsilonGreedy
5b23d0784fb0d40001e95407,0.5202077209606301,-279.7701445392683,561.5402890785366,WinStayLoseShiftEpsilonGreedy
5c74e7e9c3fe130001e86cc8,0.35128238957570973,-274.47859577470155,550.9571915494031,WinStayLoseShiftEpsilonGreedy
5c8db07eb1f89a0016777fe0,0.7045994667324353,-270.5093937636246,543.0187875272492,WinStayLoseShiftEpsilonGreedy
5cd08e2ff59e0a0013563602,0.9076512393638401,-288.17724907080935,578.3544981416187,WinStayLoseShiftEpsilonGreedy
5d4b265b72db9d0015e8aac6,0.6004955837322294,-265.84209105272384,533.6841821054477,WinStayLoseShiftEpsilonGreedy
5d7472ad3bc4020015f3bb56,0.5255875958611474,-268.18228865608455,538.3645773121691,WinStayLoseShiftEpsilonGreedy
5e1f7b2a4c9b832b34e7c9d3,0.8381032013470582,-281.70138381505484,565.4027676301097,WinStayLoseShiftEpsilonGreedy
5e5410f5be932e06384a03ec,0.42205573386051787,-267.2059338602717,536.4118677205435,WinStayLoseShiftEpsilonGreedy
5e9fb6c522a51f166714e092,0.5336393137552231,-264.22003316277534,530.4400663255507,WinStayLoseShiftEpsilonGreedy
5ee232f2b970662cfa352567,0.7426710428864327,-271.1895853059091,544.3791706118182,WinStayLoseShiftEpsilonGreedy
5ee5e3b02eebe932ee9559c5,0.6726839296717326,-269.3503126449958,540.7006252899916,WinStayLoseShiftEpsilonGreedy
5f7910b3cca3e751912b8dc0,0.5034315654807917,-251.8421325014487,505.6842650028974,WinStayLoseShiftEpsilonGreedy
5fb0a3d6a8e4224b973e750b,0.7057884456481311,-213.31616129769534,428.6323225953907,WinStayLoseShiftEpsilonGreedy
5fc6772fe8fdb700085c553a,0.7166983171909328,-256.41291281684937,514.8258256336987,WinStayLoseShiftEpsilonGreedy
5febf3346a3657d4aca47a2f,0.8013747585692745,-268.74134208186797,539.4826841637359,WinStayLoseShiftEpsilonGreedy
6079ff1600ff2b7455e1c3e0,0.7490062530259076,-275.8049333673824,553.6098667347648,WinStayLoseShiftEpsilonGreedy
60fe83c4f1cfa0b516b363cc,0.6363360547025675,-261.77862038215477,525.5572407643095,WinStayLoseShiftEpsilonGreedy
6110d9878a3bec3b5a040544,0.6528638983807826,-259.96865752308327,521.9373150461665,WinStayLoseShiftEpsilonGreedy
6111234ac8cfa49e38acbfb4,0.4137707507856219,-236.89784508847941,475.79569017695883,WinStayLoseShiftEpsilonGreedy
6142763db0841a831cf129fc,0.48417067043418727,-255.19672385048574,512.3934477009715,WinStayLoseShiftEpsilonGreedy
6175e05636b79082f8d345c5,0.5030152171505008,-271.9984141933347,545.9968283866694,WinStayLoseShiftEpsilonGreedy
628f0d7e3055b5d1887916c5,0.7687124113960658,-284.8459440044416,571.6918880088832,WinStayLoseShiftEpsilonGreedy
62a0b34cbcc5987a8fa73c39,0.6875256246264625,-265.1593422821014,532.3186845642028,WinStayLoseShiftEpsilonGreedy
62aa28c1027ae7d68ef3571c,0.6732324059393293,-278.32039983731147,558.6407996746229,WinStayLoseShiftEpsilonGreedy
62fe6312269d0e4ae894297b,0.8071616228899912,-269.61758528776653,541.2351705755331,WinStayLoseShiftEpsilonGreedy
630cc9747cb664e8a03c29f0,0.7358781118116723,-258.42018201447587,518.8403640289517,WinStayLoseShiftEpsilonGreedy
63254db937c17e8e9200fd54,0.7942753218004567,-273.37426963103417,548.7485392620683,WinStayLoseShiftEpsilonGreedy
63d83a19b8acced30d2e0d32,0.7137444303211649,-275.23163327675394,552.4632665535079,WinStayLoseShiftEpsilonGreedy
63d9f41910c61f3eb102079f,0.5853044229184611,-264.42700651970756,530.8540130394151,WinStayLoseShiftEpsilonGreedy
63f78d9a7a3d118594efff74,0.6533714285726664,-275.40368189107085,552.8073637821417,WinStayLoseShiftEpsilonGreedy
6400dc9f84ed19aeedc1a2cc,0.741992869142647,-276.3205600421095,554.641120084219,WinStayLoseShiftEpsilonGreedy
6400e3697879c55c323f34d0,0.8237614922306118,-276.66999684128626,555.3399936825725,WinStayLoseShiftEpsilonGreedy
640feb5e49b723bcfaad6437,0.6101375509573294,-257.6415742608403,517.2831485216806,WinStayLoseShiftEpsilonGreedy
6410e0ba81f88046afa861ca,0.2378804290043393,-297.5395031186935,597.079006237387,WinStayLoseShiftEpsilonGreedy
6413665e5dec6a98797ef5ab,0.7203195022007661,-263.44786196091434,528.8957239218287,WinStayLoseShiftEpsilonGreedy
64136da866ff27f7bf98cfe0,0.515140298623128,-268.14927214391383,538.2985442878277,WinStayLoseShiftEpsilonGreedy
644c34bee80856c9546c7312,0.6054353911040001,-270.9561309590958,543.9122619181916,WinStayLoseShiftEpsilonGreedy
647652cb5644044df439e1fb,0.6207600220833596,-260.9036072273876,523.8072144547752,WinStayLoseShiftEpsilonGreedy
650ee1c673c788d8cffca2d3,0.5741078932475892,-265.7151215563646,533.4302431127292,WinStayLoseShiftEpsilonGreedy
653ee1d628ced1573a58023d,0.5557318776345778,-276.7846457108443,555.5692914216886,WinStayLoseShiftEpsilonGreedy
6549c057c03dd7b7b3166a9d,0.5513736674957062,-271.04069917073207,544.0813983414641,WinStayLoseShiftEpsilonGreedy
657322bd0c81d1e8853d38e8,0.700962626837974,-270.3946491521745,542.789298304349,WinStayLoseShiftEpsilonGreedy
657327316173c2bd86323378,0.45436738863179055,-276.7262399741052,555.4524799482105,WinStayLoseShiftEpsilonGreedy
65847ecf0896ca006d2c00b7,0.5050729426621334,-225.18913567461325,452.3782713492265,WinStayLoseShiftEpsilonGreedy
6596a5cad60ef105b6c18897,0.4902584487026001,-270.75644109616746,543.5128821923349,WinStayLoseShiftEpsilonGreedy
65c1161ad396af7b640441cb,0.8130021649625337,-271.0186046601811,544.0372093203622,WinStayLoseShiftEpsilonGreedy
65cb58d0b074d6157dc0a15d,0.6762170732139089,-268.37488694317835,538.7497738863567,WinStayLoseShiftEpsilonGreedy
65cb6fdbf0ca3606c22b9eb7,0.6186004711103338,-272.6779570992024,547.3559141984048,WinStayLoseShiftEpsilonGreedy
65cba317504938f6ca5272f5,0.6607622767155958,-267.51438862155635,537.0287772431127,WinStayLoseShiftEpsilonGreedy
65d863e56337aa59292ccd66,0.5346422564994999,-272.21573841007836,546.4314768201567,WinStayLoseShiftEpsilonGreedy
65e7bb5a7357ea00136b0270,0.627507238216016,-265.89830818242905,533.7966163648581,WinStayLoseShiftEpsilonGreedy
65f223adc0810071f7cb1061,0.6262427048339572,-257.20167415157533,516.4033483031507,WinStayLoseShiftEpsilonGreedy
65f3bf636afc5f3102e7f2fd,0.5813323165621372,-241.73668966970223,485.47337933940446,WinStayLoseShiftEpsilonGreedy
