subid,eta,beta,decay,resp_st,loglik,aic,model
53987712fdf99b68e3a45021,0.5977820530762507,2.694433271705567,0.40958764818002363,0.0,-103.56383246018189,213.12766492036377,DecayFeatureRL_no_resp_st
55885869fdf99b4020ba0b64,0.2339990980514844,1.7030099059918595,0.7716698752147221,0.0,-149.02566359061856,304.0513271812371,DecayFeatureRL_no_resp_st
55914b15fdf99b1e5e44e714,0.3515461608014592,3.422578757647901,0.2453191037472833,0.0,-100.96168506286925,207.9233701257385,DecayFeatureRL_no_resp_st
55bc1119fdf99b5693f3ec47,0.266293181437038,2.3302427273675983,0.19942333759602596,0.0,-130.4783324279599,266.9566648559198,DecayFeatureRL_no_resp_st
5685850c333cbd000d4e042f,0.514747754810568,2.0289379864713672,0.7220414515349162,0.0,-115.84425554589347,237.68851109178695,DecayFeatureRL_no_resp_st
579983292fc0d400012c8937,0.35117980344689026,2.4209013341652272,0.6641991152479976,0.0,-122.05124466213117,250.10248932426234,DecayFeatureRL_no_resp_st
57dab7f721d77800018e42fe,0.4207494380488844,1.4465868359227128,0.6597013671658801,0.0,-141.37045273753512,288.74090547507024,DecayFeatureRL_no_resp_st
58c1d1fb8a3f870001c0e34c,0.6970261570107272,2.4568682733290426,0.8369814005148515,0.0,-89.70369804194574,185.40739608389148,DecayFeatureRL_no_resp_st
590208c89571f50001c666e3,0.4604867894351479,1.9540333228174889,0.45560156773161,0.0,-129.88621240155618,265.77242480311236,DecayFeatureRL_no_resp_st
5a286558564bdf00016463fc,0.351977750664398,2.778586930312851,0.36809257221768066,0.0,-113.64324817744233,233.28649635488466,DecayFeatureRL_no_resp_st
5a53e59af6c5170001949a39,0.08672920628000548,2.464088197142164,0.7942321236128878,0.0,-149.17606280274393,304.35212560548786,DecayFeatureRL_no_resp_st
5a89cc2c000dab00018cbd38,0.25680961166457517,2.318304079539657,0.3073584272064761,0.0,-139.15106468041938,284.30212936083876,DecayFeatureRL_no_resp_st
5ac4c730f69e940001d977e1,0.39837742320452924,0.8417135601632469,0.6049904343780935,0.0,-156.55774574630775,319.1154914926155,DecayFeatureRL_no_resp_st
5b23d0784fb0d40001e95407,0.3170375566803077,2.626230122254753,0.5282994611346207,0.0,-120.12275197827938,246.24550395655876,DecayFeatureRL_no_resp_st
5c74e7e9c3fe130001e86cc8,0.5245431781569486,2.6393110665688386,0.5453805163252957,0.0,-102.48218341701042,210.96436683402084,DecayFeatureRL_no_resp_st
5c8db07eb1f89a0016777fe0,0.6785108981136697,1.2317320114836445,0.2850762027721643,0.0,-143.64298262389065,293.2859652477813,DecayFeatureRL_no_resp_st
5cd08e2ff59e0a0013563602,0.11139835842299975,3.916645152361504,0.4100349944373575,0.0,-126.11777861243823,258.23555722487646,DecayFeatureRL_no_resp_st
5d4b265b72db9d0015e8aac6,0.6054601310437535,2.5775758422824944,0.5449903809342344,0.0,-98.27189636502524,202.54379273005048,DecayFeatureRL_no_resp_st
5d7472ad3bc4020015f3bb56,0.4794804980046866,2.7919973399458122,0.3892399112886126,0.0,-110.00246919800213,226.00493839600426,DecayFeatureRL_no_resp_st
