subid,eta,beta,decay,resp_st,loglik,aic,model
5617da425c62cf00118231b8,0.3232254260046949,2.432301816834377,0.4961981385331726,0.0,-127.44194668610508,260.8838933722102,DecayFeatureRL_no_resp_st
58a1fe40ea3d11000170d9b9,0.45400229416437254,2.0024946418435685,0.24875640857580691,0.0,-131.43258903551313,268.86517807102626,DecayFeatureRL_no_resp_st
594a969df0ea1b0001558178,0.6117336291088694,1.1208471326532883,0.2529570180399441,0.0,-148.49842424939166,302.9968484987833,DecayFeatureRL_no_resp_st
5aae0d1f917b3b00010d491b,0.7403787704245945,1.9801598432023235,0.5340031483437048,0.0,-112.45861006174682,230.91722012349365,DecayFeatureRL_no_resp_st
5b31e49c975e260001e96e95,0.4956092162554914,2.691368727688662,0.4140242398659224,0.0,-106.10672621053567,218.21345242107134,DecayFeatureRL_no_resp_st
5b735a4c3503c60001a891b7,0.6279470844989677,1.8685047781718531,0.3897554717689829,0.0,-124.97199943829308,255.94399887658616,DecayFeatureRL_no_resp_st
5c3b871cd1498600018cdd26,0.10633553080202196,2.508648524444678,0.39330776361694064,0.0,-151.16486111175684,308.32972222351367,DecayFeatureRL_no_resp_st
5d16b8aeaa676d001a898b7d,0.632852039047068,1.4598196640817853,0.29884940165190804,0.0,-136.25292236442002,278.50584472884003,DecayFeatureRL_no_resp_st
5d3dfb9322ed840001722278,0.7607817088908421,2.1818578090769307,0.25474738715680795,0.0,-109.39123245816612,224.78246491633223,DecayFeatureRL_no_resp_st
5dc474fd45b8f933f16d6241,0.4697883387817123,2.4315567380941103,0.7746231985980037,0.0,-105.63482471517239,217.26964943034477,DecayFeatureRL_no_resp_st
5de3658d5feb6e3736bd3672,0.5199066485275398,1.6297668815040303,0.42669910534206246,0.0,-138.21319939810775,282.4263987962155,DecayFeatureRL_no_resp_st
5de83840271a1c7b0fb7ec16,0.5809963264338834,1.6542905583778476,0.41850279693351156,0.0,-133.81188670199518,273.62377340399036,DecayFeatureRL_no_resp_st
5def36764194415d17f32c5b,0.4995761871661108,3.0572008418898067,0.6482709740094426,0.0,-96.53800798661779,199.07601597323557,DecayFeatureRL_no_resp_st
5e914ee346d11b48197172c2,0.5087485840375349,2.0263154541976984,0.3297819293152371,0.0,-125.55426856886301,257.108537137726,DecayFeatureRL_no_resp_st
5f135746e230db082777e224,0.4555945351351165,2.126570832164222,0.7044893130676503,0.0,-118.09654365320053,242.19308730640105,DecayFeatureRL_no_resp_st
